Entity;Type;Superclass(es);BiomarkerOf;HasBiomarker;Contains;IsIngredientOf;FOBI_040232;FOBI_040233;FOBI_040235;FOBI_040236;FOBI_040237;FOBI_040238;FOBI_043480;IAO_0000118;FOBI_050000;FOBI_050001;FOBI_050002;FOBI_050003;dcterms:license;has_obo_format_version;id;rdfs:comment;label;
'trans-resveratrol 3-glucuronide';Class;'Stilbene glycosides';"''grape (whole, raw)''	''red wine''";;;;"'4437760'";;;"'5273285'";"'QWSAYEBSTMCFKY-OTPOQTMVSA-N'";"'InChI=1S/C20H20O9/c21-12-5-3-10(4-6-12)1-2-11-7-13(22)9-14(8-11)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-9,15-18,20-25H,(H,26,27)/b2-1+/t15-,16-,17+,18-,20+/m0/s1'";"'FOBI:030592'";;;;;;;;"'FOBI:030592'";;"'trans-resveratrol 3-glucuronide'";
'trans-resveratrol 4'-glucuronide';Class;'Stilbene glycosides';"''grape (whole, raw)''	''red wine''";;;;"'4437759'";;;"'5273284'";"'CDEBVTGYVFHDMA-OTPOQTMVSA-N'";"'InChI=1S/C20H20O9/c21-12-7-11(8-13(22)9-12)2-1-10-3-5-14(6-4-10)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-9,15-18,20-25H,(H,26,27)/b2-1+/t15-,16-,17+,18-,20+/m0/s1'";"'FOBI:030593'";;;;;;;;"'FOBI:030593'";;"'trans-resveratrol 4'-glucuronide'";
'cis-resveratrol 3-glucuronide';Class;'Stilbene glycosides';"''grape (whole, raw)''	''red wine''";;;;;;;"'29986850'";"'QWSAYEBSTMCFKY-BMPGWQKJSA-N'";"'InChI=1S/C20H20O9/c21-12-5-3-10(4-6-12)1-2-11-7-13(22)9-14(8-11)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-9,15-18,20-25H,(H,26,27)/b2-1-/t15-,16-,17+,18-,20+/m0/s1'";"'FOBI:030594'";;;;;;;;"'FOBI:030594'";;"'cis-resveratrol 3-glucuronide'";
'cis-resveratrol 4'-glucuronide';Class;'Stilbene glycosides';"''red wine''	''grape (whole, raw)''";;;;;;;"'71752003'";"'CDEBVTGYVFHDMA-BMPGWQKJSA-N'";"'InChI=1S/C20H20O9/c21-12-7-11(8-13(22)9-12)2-1-10-3-5-14(6-4-10)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h1-9,15-18,20-25H,(H,26,27)/b2-1-/t15-,16-,17+,18-,20+/m0/s1'";"'FOBI:030595'";;;;;;;;"'FOBI:030595'";;"'cis-resveratrol 4'-glucuronide'";
'trans-resveratrol 4'-sulfate';Class;Stilbenes;"''red wine''	''grape (whole, raw)''";;;;;;;"'29986833'";"'KOTTWDFKZULRPN-OWOJBTEDSA-N'";"'InChI=1S/C14H12O6S/c15-12-7-11(8-13(16)9-12)2-1-10-3-5-14(6-4-10)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1+'";"'FOBI:030597'";;;;;;;;"'FOBI:030597'";;"'trans-resveratrol 4'-sulfate'";
'cis-resveratrol 3-sulfate';Class;Stilbenes;"''red wine''	''grape (whole, raw)''";;;;;;;"'129848988'";"'DULQFFCIVGYOFH-UPHRSURJSA-N'";"'InChI=1S/C14H12O6S/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(8-11)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1-'";"'FOBI:030598'";;;;;;;;"'FOBI:030598'";;"'cis-resveratrol 3-sulfate'";
'cis-resveratrol 4'-sulfate';Class;Stilbenes;"''red wine''	''grape (whole, raw)''";;;;;;;"'97107241'";"'KOTTWDFKZULRPN-UPHRSURJSA-N'";"'InChI=1S/C14H12O6S/c15-12-7-11(8-13(16)9-12)2-1-10-3-5-14(6-4-10)20-21(17,18)19/h1-9,15-16H,(H,17,18,19)/b2-1-'";"'FOBI:030599'";;;;;;;;"'FOBI:030599'";;"'cis-resveratrol 4'-sulfate'";
'dihydroresveratrol 4'-glucuronide';Class;'Stilbene glycosides';"''red wine''	''grape (whole, raw)''";;;;;;;;"'MATKIWLWARSJPU-HBWRTXEVSA-N'";"'InChI=1S/C20H22O9/c21-12-7-11(8-13(22)9-12)2-1-10-3-5-14(6-4-10)28-20-17(25)15(23)16(24)18(29-20)19(26)27/h3-9,15-18,20-25H,1-2H2,(H,26,27)/t15-,16-,17+,18-,20+/m0/s1'";"'FOBI:030602'";;;;;;;;"'FOBI:030602'";;"'dihydroresveratrol 4'-glucuronide'";
'dihydroresveratrol 4'-sulfate';Class;Stilbenes;"''grape (whole, raw)''	''red wine''";;;;;;;;"'VPKVLRCNQRSXLW-UHFFFAOYSA-N'";"'InChI=1S/C14H14O6S/c15-12-7-11(8-13(16)9-12)2-1-10-3-5-14(6-4-10)20-21(17,18)19/h3-9,15-16H,1-2H2,(H,17,18,19)'";"'FOBI:030604'";;;;;;;;"'FOBI:030604'";;"'dihydroresveratrol 4'-sulfate'";
'piceid 3-glucuronide';Class;'Stilbene glycosides';"''red wine''	''grape (whole, raw)''";;;;;;;;"'SSZYARBRHYOZQM-OWOJBTEDSA-N'";"'InChI=1S/C26H30O14/c27-10-16-17(29)18(30)21(33)25(39-16)37-14-7-12(2-1-11-3-5-13(28)6-4-11)8-15(9-14)38-26-22(34)19(31)20(32)23(40-26)24(35)36/h1-9,16-23,25-34H,10H2,(H,35,36)/b2-1+'";"'FOBI:030606'";;;;;;;;"'FOBI:030606'";;"'piceid 3-glucuronide'";
'piceid 4'-glucuronide';Class;'Stilbene glycosides';"''red wine''	''grape (whole, raw)''";;;;;;;;"'PHLZFRGLHZUWLW-OWOJBTEDSA-N'";"'InChI=1S/C26H30O14/c27-10-16-17(29)18(30)21(33)25(39-16)38-15-8-12(7-13(28)9-15)2-1-11-3-5-14(6-4-11)37-26-22(34)19(31)20(32)23(40-26)24(35)36/h1-9,16-23,25-34H,10H2,(H,35,36)/b2-1+'";"'FOBI:030607'";;;;;;;;"'FOBI:030607'";;"'piceid 4'-glucuronide'";
'piceid 3-sulfate';Class;'Stilbene glycosides';"''grape (whole, raw)''	''red wine''";;;;;;;;"'WYPZTOJGOQAJJD-CUYWLFDKSA-N'";"'InChI=1S/C20H22O11S/c21-10-16-17(23)18(24)19(25)20(30-16)29-14-7-12(8-15(9-14)31-32(26,27)28)2-1-11-3-5-13(22)6-4-11/h1-9,16-25H,10H2,(H,26,27,28)/b2-1+/t16-,17-,18+,19-,20-/m1/s1'";"'FOBI:030608'";;;;;;;;"'FOBI:030608'";;"'piceid 3-sulfate'";
'piceid 4'-sulfate';Class;'Stilbene glycosides';"''grape (whole, raw)''	''red wine''";;;;;;;;"'OPXYKICHKIQGOV-CUYWLFDKSA-N'";"'InChI=1S/C20H22O11S/c21-10-16-17(23)18(24)19(25)20(30-16)29-15-8-12(7-13(22)9-15)2-1-11-3-5-14(6-4-11)31-32(26,27)28/h1-9,16-25H,10H2,(H,26,27,28)/b2-1+/t16-,17-,18+,19-,20-/m1/s1'";"'FOBI:030609'";;;;;;;;"'FOBI:030609'";;"'piceid 4'-sulfate'";
'curcumin glucuronide';Class;Curcuminoids;"'curcuma'";;;;;;;"'71315012'";"'BNSAVBGHRVFVNN-XSCLDSQRSA-N'";"'InChI=1S/C27H28O12/c1-36-20-11-14(5-9-18(20)30)3-7-16(28)13-17(29)8-4-15-6-10-19(21(12-15)37-2)38-27-24(33)22(31)23(32)25(39-27)26(34)35/h3-12,22-25,27,30-33H,13H2,1-2H3,(H,34,35)/b7-3+,8-4+/t22-,23-,24+,25-,27+/m0/s1'";"'FOBI:030610'";;;;;;;;"'FOBI:030610'";;"'curcumin glucuronide'";
'curcumin sulfate';Class;Curcuminoids;"'curcuma'";;;;;;;;"'NEJVQQBBTRFOHB-FCXRPNKRSA-N'";"'InChI=1S/C21H20O9S/c1-28-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(21(12-15)29-2)30-31(25,26)27/h3-12,24H,13H2,1-2H3,(H,25,26,27)/b7-3+,8-4+'";"'FOBI:030611'";;;;;;;;"'FOBI:030611'";;"'curcumin sulfate'";
enterolactone;Class;'Dibenzylbutyrolactone lignans';"''cacao food product''	''tea based beverage product''	''coffee based beverage product''	''plant fruit food product''	''Whole grain cereal products''	''red wine''	''olive oil''	''nut (whole or part)''	''vegetable food product''	''legume food product''";;;;;"'HMDB06101'";;"'123917'";"'HVDGDHBAMCBBLR-UHFFFAOYSA-N'";"'InChI=1S/C18H18O4/c19-15-5-1-3-12(8-15)7-14-11-22-18(21)17(14)10-13-4-2-6-16(20)9-13/h1-6,8-9,14,17,19-20H,7,10-11H2'";"'FOBI:030612'";;;;;;;;"'FOBI:030612'";;"'enterolactone'";
'enterolactone 3'-glucuronide';Class;'Phenolic glycosides';"''coffee based beverage product''	''cacao food product''	''tea based beverage product''	''plant fruit food product''	''red wine''	''olive oil''	''Whole grain cereal products''	''nut (whole or part)''	''legume food product''	''vegetable food product''";;;;;;;;"'YIGJPNKBAAZMPC-NBSJFAFNSA-N'";"'InChI=1S/C24H26O10/c25-15-5-1-3-12(8-15)7-14-11-32-23(31)17(14)10-13-4-2-6-16(9-13)33-24-20(28)18(26)19(27)21(34-24)22(29)30/h1-6,8-9,14,17-21,24-28H,7,10-11H2,(H,29,30)/t14-,17+,18+,19+,20-,21+,24-/m1/s1'";"'FOBI:030613'";;;;;;;;"'FOBI:030613'";;"'enterolactone 3'-glucuronide'";
'enterolactone 3'-sulfate';Class;'Dibenzylbutyrolactone lignans';"''coffee based beverage product''	''Whole grain cereal products''	''olive oil''	''tea based beverage product''	''cacao food product''	''legume food product''	''plant fruit food product''	''red wine''	''nut (whole or part)''	''vegetable food product''";;;;;;;;"'CGSFDOCYHBJLFW-PBHICJAKSA-N'";"'InChI=1S/C18H18O7S/c19-15-5-1-3-12(8-15)7-14-11-24-18(20)17(14)10-13-4-2-6-16(9-13)25-26(21,22)23/h1-6,8-9,14,17,19H,7,10-11H2,(H,21,22,23)/t14-,17+/m1/s1'";"'FOBI:030614'";;;;;;;;"'FOBI:030614'";;"'enterolactone 3'-sulfate'";
'enterodiol glucuronide';Class;'Phenolic glycosides';"''Whole grain cereal products''	''tea based beverage product''	''cacao food product''	''coffee based beverage product''	''plant fruit food product''	''olive oil''	''vegetable food product''	''nut (whole or part)''	''red wine''	''legume food product''";;;;;;;;;"'InChI=1S/C24H30O10/c25-11-15(7-13-3-1-5-17(27)9-13)16(12-26)8-14-4-2-6-18(10-14)33-24-21(30)19(28)20(29)22(34-24)23(31)32/h1-6,9-10,15-16,19-22,24-30H,7-8,11-12H2,(H,31,32)/t15-,16-,19-,20-,21+,22-,24+/m0/s1'";"'FOBI:030616'";;;;;;;;"'FOBI:030616'";;"'enterodiol glucuronide'";
'enterodiol sulfate';Class;'Dibenzylbutanediol lignans';"''Whole grain cereal products''	''vegetable food product''	''coffee based beverage product''	''tea based beverage product''	''cacao food product''	''plant fruit food product''	''olive oil''	''nut (whole or part)''	''red wine''	''legume food product''";;;;;;;;;"'InChI=1S/C18H22O7S/c19-11-15(7-13-3-1-5-17(21)9-13)16(12-20)8-14-4-2-6-18(10-14)25-26(22,23)24/h1-6,9-10,15-16,19-21H,7-8,11-12H2,(H,22,23,24)/t15-,16-/m0/s1'";"'FOBI:030617'";;;;;;;;"'FOBI:030617'";;"'enterodiol sulfate'";
isoxanthohumol;Class;'8-prenylated flavanones';"'beer'";;;;"'447736'";;;"'513197'";"'YKGCBLWILMDSAV-UHFFFAOYSA-N'";"'InChI=1S/C21H22O5/c1-12(2)4-9-15-16(23)10-19(25-3)20-17(24)11-18(26-21(15)20)13-5-7-14(22)8-6-13/h4-8,10,18,22-23H,9,11H2,1-3H3'";"'FOBI:030618'";;;;;;;;"'FOBI:030618'";;"'isoxanthohumol'";
'n-(2-hydroxyphenyl)acetamide';Class;Acetanilides;"''Whole grain cereal products''";;;;"'14604154'";;;"'11972'";"'ADVGKWPZRIDURE-UHFFFAOYSA-N'";"'InChI=1S/C8H9NO2/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)'";"'FOBI:030619'";;;;;;;;"'FOBI:030619'";;"'n-(2-hydroxyphenyl)acetamide'";
'n-(2-hydroxyphenyl)acetamide glucuronide';Class;'Phenolic glycosides';"''Whole grain cereal products''";;;;;;;;"'PRQFWBNVZNICDN-JUSQZNFGSA-N'";"'InChI=1S/C13H15NO9/c15-7-8(16)10(11(18)19)23-12(9(7)17)22-6-4-2-1-3-5(6)14-13(20)21/h1-4,7-10,12,14-17H,(H,18,19)(H,20,21)/t7-,8?,9?,10-,12+/m0/s1'";"'FOBI:030620'";;;;;;;;"'FOBI:030620'";;"'n-(2-hydroxyphenyl)acetamide glucuronide'";
'n-(2-hydroxyphenyl)acetamide sulfate';Class;Phenylsulfates;"''Whole grain cereal products''";;;;;;;"'181671'";"'JCVGTUVGDOWZJE-UHFFFAOYSA-N'";"'InChI=1S/C8H9NO5S/c1-6(10)9-7-4-2-3-5-8(7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)'";"'FOBI:030621'";;;;;;;;"'FOBI:030621'";;"'n-(2-hydroxyphenyl)acetamide sulfate'";
'1-hydroxypyrene glucuronide';Class;Pyrenes;"''meat food product''";;;;;;;"'59751652'";"'BUCREAQPYGLZLI-SXFAUFNYSA-N'";"'InChI=1S/C22H18O7/c23-17-18(24)20(21(26)27)29-22(19(17)25)28-14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9,17-20,22-25H,(H,26,27)/t17-,18-,19+,20-,22+/m0/s1'";"'FOBI:030622'";;;;;;;;"'FOBI:030622'";;"'1-hydroxypyrene glucuronide'";
'atractyligenin 2-glucuronide';Class;'Kaurane diterpenoids';"''coffee based beverage product''";;;;;;;;;"'InChI=1S/C25H36O10/c1-10-11-3-4-15-24(2)9-12(34-23-18(28)16(26)17(27)19(35-23)22(32)33)7-13(21(30)31)14(24)5-6-25(15,8-11)20(10)29/h11-20,23,26-29H,1,3-9H2,2H3,(H,30,31)(H,32,33)/t11-,12-,13-,14-,15+,16+,17+,18-,19+,20+,23-,24-,25-/m1/s1'";"'FOBI:030623'";;;;;;;;"'FOBI:030623'";;"'atractyligenin 2-glucuronide'";
'acesulfame k';Class;'Organic sulfuric acids and derivatives';"''soft drink (dietetic)''";;;;"'55940'";;"'D08836'";"'11074431 | 23683747'";"'WBZFUFAFFUEMEI-UHFFFAOYSA-M'";"'InChI=1S/C4H5NO4S.K/c1-3-2-4(6)5-10(7,8)9-3;/h2H,1H3,(H,5,6);/q;+1/p-1'";"'FOBI:030624'";;;;;;;;"'FOBI:030624'";;"'acesulfame k'";
'ethyl glucuronide';Class;Glucuronides;"''plant based alcoholic beverage''";;;;"'19355701'";"'HMDB10325'";;"'18392195'";"'IWJBVMJWSPZNJH-UQGZVRACSA-N'";"'InChI=1S/C8H14O7/c1-2-14-8-5(11)3(9)4(10)6(15-8)7(12)13/h3-6,8-11H,2H2,1H3,(H,12,13)/t3-,4-,5+,6-,8+/m0/s1'";"'FOBI:030628'";;;;;;;;"'FOBI:030628'";;"'ethyl glucuronide'";
'ethyl sulfate';Class;'Sulfuric acid monoesters';"''plant based alcoholic beverage''";;;;"'14206177'";;;"'57448826 | 6004'";"'KIWBPDUYBMNFTB-UHFFFAOYSA-N'";"'InChI=1S/C2H6O4S/c1-2-6-7(3,4)5/h2H2,1H3,(H,3,4,5)'";"'FOBI:030629'";;;;;;;;"'FOBI:030629'";;"'ethyl sulfate'";
'cyanidin 3-glucoside';Class;Anthocyanidin-3-O-glycosides;"''red wine''	''berry (whole, raw)''";;;;;;;"'197081'";"'YTMNONATNXDQJF-UBNZBFALSA-N'";"'InChI=1S/C21H20O11.ClH/c22-7-16-17(27)18(28)19(29)21(32-16)31-15-6-10-12(25)4-9(23)5-14(10)30-20(15)8-1-2-11(24)13(26)3-8;/h1-6,16-19,21-22,27-29H,7H2,(H3-,23,24,25,26);1H/t16-,17-,18+,19-,21-;/m1./s1'";"'FOBI:030633'";;;;;;;;"'FOBI:030633'";;"'cyanidin 3-glucoside'";
'peonidin 3-glucoside';Class;Anthocyanidin-3-O-glycosides;"''red wine''	''berry (whole, raw)''";;;;"'391786'";;"'C12141'";"'443654'";"'ZZWPMFROUHHAKY-OUUKCGNVSA-O'";"'InChI=1S/C22H22O11/c1-30-15-4-9(2-3-12(15)25)21-16(7-11-13(26)5-10(24)6-14(11)31-21)32-22-20(29)19(28)18(27)17(8-23)33-22/h2-7,17-20,22-23,27-29H,8H2,1H3,(H2-,24,25,26)/p+1/t17-,18-,19+,20-,22-/m1/s1'";"'FOBI:030637'";;;;;;;;"'FOBI:030637'";;"'peonidin 3-glucoside'";
'petunidin 3-glucoside';Class;Anthocyanidin-3-O-glycosides;"''berry (whole, raw)''	''red wine''";;;;;;;"'176449'";"'HBKZHMZCXXQMOX-YATQZQGFSA-N'";"'InChI=1S/C22H22O12.ClH/c1-31-14-3-8(2-12(26)17(14)27)21-15(6-10-11(25)4-9(24)5-13(10)32-21)33-22-20(30)19(29)18(28)16(7-23)34-22;/h2-6,16,18-20,22-23,28-30H,7H2,1H3,(H3-,24,25,26,27);1H/t16-,18-,19+,20-,22-;/m1./s1'";"'FOBI:030638'";;;;;;;;"'FOBI:030638'";;"'petunidin 3-glucoside'";
sulforaphane;Class;Sulfoxides;"''cruciferous food product''";;;;;"'HMDB05792'";;"'5350'";"'SUVMJBTUFCVSAD-UHFFFAOYSA-N'";"'InChI=1S/C6H11NOS2/c1-10(8)5-3-2-4-7-6-9/h2-5H2,1H3'";"'FOBI:030639'";;;;;;;;"'FOBI:030639'";;"'sulforaphane'";
sulforaphane-cysteine;Class;'Cysteine and derivatives';"''cruciferous food product''";;;;"'8577881'";;;"'10402443'";"'PUPMSTCTVNEOCX-ISJKBYAMSA-N'";"'InChI=1S/C9H18N2O3S3/c1-17(14)5-3-2-4-11-9(15)16-6-7(10)8(12)13/h7H,2-6,10H2,1H3,(H,11,15)(H,12,13)/t7-,17?/m0/s1'";"'FOBI:030640'";;;;;;;;"'FOBI:030640'";;"'sulforaphane-cysteine'";
sulforaphane-n-acetyl-cysteine;Class;'N-acyl-alpha amino acids and derivatives';"''cruciferous food product''";;;;;;;"'71772353'";"'IIHBKTCHILXGOT-KMYGYIBBSA-N'";"'InChI=1S/C11H20N2O4S3/c1-8(14)13-9(10(15)16)7-19-11(18)12-5-3-4-6-20(2)17/h9H,3-7H2,1-2H3,(H,12,18)(H,13,14)(H,15,16)/t9-,20?/m0/s1'";"'FOBI:030641'";;;;;;;;"'FOBI:030641'";;"'sulforaphane-n-acetyl-cysteine'";
sulforaphane-cysteine-glycine;Class;Oligopeptides;"''cruciferous food product''";;;;;;;;"'XXNFGCPBPYXDGU-UHFFFAOYSA-N'";"'InChI=1S/C11H21N3O4S3/c1-21(18)5-3-2-4-13-11(19)20-7-8(12)10(17)14-6-9(15)16/h8H,2-7,12H2,1H3,(H,13,19)(H,14,17)(H,15,16)'";"'FOBI:030642'";;;;;;;;"'FOBI:030642'";;"'sulforaphane-cysteine-glycine'";
sulforaphane-glutathione;Class;Oligopeptides;"''cruciferous food product''";;;;;;;"'45040448'";"'ROARKYNVUQLTDP-QGQIPBJJSA-N'";"'InChI=1S/C16H28N4O7S3/c1-30(27)7-3-2-6-18-16(28)29-9-11(14(24)19-8-13(22)23)20-12(21)5-4-10(17)15(25)26/h10-11H,2-9,17H2,1H3,(H,18,28)(H,19,24)(H,20,21)(H,22,23)(H,25,26)/t10-,11-,30?/m0/s1'";"'FOBI:030643'";;;;;;;;"'FOBI:030643'";;"'sulforaphane-glutathione'";
iberin;Class;Sulfoxides;"''cruciferous food product''";;;;;"'HMDB06095'";;"'10455'";"'LELAOEBVZLPXAZ-UHFFFAOYSA-N'";"'InChI=1S/C5H9NOS2/c1-9(7)4-2-3-6-5-8/h2-4H2,1H3'";"'FOBI:030644'";;;;;;;;"'FOBI:030644'";;"'iberin'";
iberin-cysteine;Class;'Cysteine and derivatives';"''cruciferous food product''";;;;;;;;"'TVMBFSAEYQAFEF-UHFFFAOYSA-N'";"'InChI=1S/C8H16N2O3S3/c1-16(13)4-2-3-10-8(14)15-5-6(9)7(11)12/h6H,2-5,9H2,1H3,(H,10,14)(H,11,12)'";"'FOBI:030645'";;;;;;;;"'FOBI:030645'";;"'iberin-cysteine'";
iberin-n-acetyl-cysteine;Class;'N-acyl-alpha amino acids and derivatives';"''cruciferous food product''";;;;;;;;"'RBVJIAJZFANPKT-UHFFFAOYSA-N'";"'InChI=1S/C10H18N2O4S3/c1-7(13)12-8(9(14)15)6-18-10(17)11-4-3-5-19(2)16/h8H,3-6H2,1-2H3,(H,11,17)(H,12,13)(H,14,15)'";"'FOBI:030646'";;;;;;;;"'FOBI:030646'";;"'iberin-n-acetyl-cysteine'";
iberin-cysteine-glycine;Class;Oligopeptides;"''cruciferous food product''";;;;;;;;"'DPNSNZWERSTHLI-UHFFFAOYSA-N'";"'InChI=1S/C10H19N3O4S3/c1-20(17)4-2-3-12-10(18)19-6-7(11)9(16)13-5-8(14)15/h7H,2-6,11H2,1H3,(H,12,18)(H,13,16)(H,14,15)'";"'FOBI:030647'";;;;;;;;"'FOBI:030647'";;"'iberin-cysteine-glycine'";
iberin-glutathione;Class;Oligopeptides;"''cruciferous food product''";;;;;;;;"'VSDUBRGHFZYNJY-UHFFFAOYSA-N'";"'InChI=1S/C15H26N4O7S3/c1-29(26)6-2-5-17-15(27)28-8-10(13(23)18-7-12(21)22)19-11(20)4-3-9(16)14(24)25/h9-10H,2-8,16H2,1H3,(H,17,27)(H,18,23)(H,19,20)(H,21,22)(H,24,25)'";"'FOBI:030648'";;;;;;;;"'FOBI:030648'";;"'iberin-glutathione'";
'5-(hydroxymethyl-2-furoyl)glycine';Class;'N-acyl-alpha amino acids and derivatives';"''Whole grain cereal products''	''cacao food product''	''coffee based beverage product''";;;;"'5020627'";;;"'6537488'";"'HBULKUDERNWOBN-UHFFFAOYSA-N'";"'InChI=1S/C8H9NO5/c10-4-5-1-2-6(14-5)8(13)9-3-7(11)12/h1-2,10H,3-4H2,(H,9,13)(H,11,12)'";"'FOBI:030650'";;;;;;;;"'FOBI:030650'";;"'5-(hydroxymethyl-2-furoyl)glycine'";
'3-methyluric acid';Class;Xanthines;"''coffee based beverage product''	''cacao food product''	''tea based beverage product''";;;;;"'HMDB01970'";;"'11804'";"'ODCYDGXXCHTFIR-UHFFFAOYSA-N'";"'InChI=1S/C6H6N4O3/c1-10-3-2(7-5(12)8-3)4(11)9-6(10)13/h1H3,(H2,7,8,12)(H,9,11,13)'";"'FOBI:030660'";;;;;;;;"'FOBI:030660'";;"'3-methyluric acid'";
'7-methyluric acid';Class;Xanthines;"''tea based beverage product''	''cacao food product''	''coffee based beverage product''";;;;"'62375'";"'HMDB11107'";"'C16355'";"'69160'";"'YHNNPKUFPWLTOP-UHFFFAOYSA-N'";"'InChI=1S/C6H6N4O3/c1-10-2-3(8-6(10)13)7-5(12)9-4(2)11/h1H3,(H3,7,8,9,11,12,13)'";"'FOBI:030661'";;;;;;;;"'FOBI:030661'";;"'7-methyluric acid'";
'6-amino-5-(n-methylformylamino)-1-methyluracil';Class;N-acetylarylamines;"''cacao food product''	''coffee based beverage product''	''tea based beverage product''";;;;"'8096278'";;;"'9920643'";"'XWCBQDPCEYHYRB-UHFFFAOYSA-N'";"'InChI=1S/C7H10N4O3/c1-3(12)9-4-5(8)11(2)7(14)10-6(4)13/h8H2,1-2H3,(H,9,12)(H,10,13,14)'";"'FOBI:030666'";;;;;;;;"'FOBI:030666'";;"'6-amino-5-(n-methylformylamino)-1-methyluracil'";
'cyclo(l-leucyl-l-prolyl)';Class;'Alpha amino acids and derivatives';"''coffee based beverage product''	''cacao food product''";;;;"'5428292'";;;"'7074739'";"'SZJNCZMRZAUNQT-IUCAKERBSA-N'";"'InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)/t8-,9-/m0/s1'";"'FOBI:030668'";;;;;;;;"'FOBI:030668'";;"'cyclo(l-leucyl-l-prolyl)'";
'2-amino-1,6-dimethylimidazo[4,5-b]pyridine glucuronide';Class;Glucuronides;"''meat food product''";;;;;;;;"'SQVPGYDPSLNFET-KSXIZUIISA-N'";"'InChI=1S/C19H20N4O6/c1-23-11-7-10(9-5-3-2-4-6-9)8-20-16(11)21-19(23)22-17-14(26)12(24)13(25)15(29-17)18(27)28/h2-8,12-15,17,24-26H,1H3,(H,27,28)(H,20,21,22)/t12-,13-,14+,15-,17+/m0/s1'";"'FOBI:030670'";;;;;;;;"'FOBI:030670'";;"'2-amino-1,6-dimethylimidazo[4,5-b]pyridine glucuronide'";
'2-aminophenol glucuronide';Class;'Phenolic glycosides';"''Whole grain cereal products''";;;;"'76843'";;;"'85208'";"'ZVFVTBSWJWONEI-GOVZDWNOSA-N'";"'InChI=1S/C12H15NO7/c13-5-3-1-2-4-6(5)19-12-9(16)7(14)8(15)10(20-12)11(17)18/h1-4,7-10,12,14-16H,13H2,(H,17,18)/t7-,8-,9+,10-,12+/m0/s1'";"'FOBI:030672'";;;;;;;;"'FOBI:030672'";;"'2-aminophenol glucuronide'";
'2-aminophenol sulfate';Class;Phenylsulfates;"''Whole grain cereal products''";;;;;;;"'181670'";"'VSTZVCJQGSLNLL-UHFFFAOYSA-N'";"'InChI=1S/C6H7NO4S/c7-5-3-1-2-4-6(5)11-12(8,9)10/h1-4H,7H2,(H,8,9,10)'";"'FOBI:030673'";;;;;;;;"'FOBI:030673'";;"'2-aminophenol sulfate'";
vanilloylglycine;Class;'Hippuric acids';"''legume food product''	''nut (whole or part)''	''Whole grain cereal products''	''red wine''	''plant fruit food product''	''olive oil''	''tea based beverage product''	''cacao food product''	''coffee based beverage product''	''vegetable food product''";;;;"'2340857'";;;"'3083688'";"'LOODYTDRRBLQNH-UHFFFAOYSA-N'";"'InChI=1S/C10H11NO5/c1-16-8-4-6(2-3-7(8)12)10(15)11-5-9(13)14/h2-4,12H,5H2,1H3,(H,11,15)(H,13,14)'";"'FOBI:030675'";;;;;;;;"'FOBI:030675'";;"'vanilloylglycine'";
n-acetyl-s-allylcysteine;Class;'N-acyl-alpha amino acids and derivatives';"''Onion family vegetables''	''garlic (whole, raw)''";;;;"'134378'";;;"'152467'";"'LKRAEHUDIUJBSF-ZETCQYMHSA-N'";"'InChI=1S/C8H13NO3S/c1-3-4-13-5-7(8(11)12)9-6(2)10/h3,7H,1,4-5H2,2H3,(H,9,10)(H,11,12)/t7-/m0/s1'";"'FOBI:030677'";;;;;;;;"'FOBI:030677'";;"'n-acetyl-s-allylcysteine'";
n-acetyl-s-methylcysteine;Class;'N-acyl-alpha amino acids and derivatives';"''Onion family vegetables''	''garlic (whole, raw)''";;;;;;;"'13893975'";"'RYGLCORNOFFGTB-YFKPBYRVSA-N'";"'InChI=1S/C6H11NO3S/c1-4(8)7-5(3-11-2)6(9)10/h5H,3H2,1-2H3,(H,7,8)(H,9,10)/t5-/m0/s1'";"'FOBI:030679'";;;;;;;;"'FOBI:030679'";;"'n-acetyl-s-methylcysteine'";
's-allylmercapturic acid';Class;'N-acyl-alpha amino acids and derivatives';"''Onion family vegetables''	''garlic (whole, raw)''";;;;"'8640899'";;;"'10465488'";"'LKRAEHUDIUJBSF-SSDOTTSWSA-N'";"'InChI=1S/C8H13NO3S/c1-3-4-13-5-7(8(11)12)9-6(2)10/h3,7H,1,4-5H2,2H3,(H,9,10)(H,11,12)/t7-/m1/s1'";"'FOBI:030680'";;;;;;;;"'FOBI:030680'";;"'s-allylmercapturic acid'";
