Entity,Type,Superclass(es),http://purl.obolibrary.org/obo/FOBI_00422,http://purl.obolibrary.org/obo/FOBI_00423,http://purl.obolibrary.org/obo/FOBI_00424,http://purl.obolibrary.org/obo/FOBI_00425,http://purl.obolibrary.org/obo/FOBI_040232,http://purl.obolibrary.org/obo/FOBI_040233,http://purl.obolibrary.org/obo/FOBI_040235,http://purl.obolibrary.org/obo/FOBI_040236,http://purl.obolibrary.org/obo/FOBI_040237,http://purl.obolibrary.org/obo/FOBI_040238,http://purl.obolibrary.org/obo/FOBI_043480,http://purl.obolibrary.org/obo/IAO_0000114,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.obolibrary.org/obo/IAO_0000118,http://purl.obolibrary.org/obo/IAO_0000119,http://purl.obolibrary.org/obo/IAO_0000412,http://www.geneontology.org/formats/oboInOwl#hasOBOFormatVersion,http://www.w3.org/2000/01/rdf-schema#label,
http://purl.obolibrary.org/obo/CHEBI_16914,Class,http://purl.obolibrary.org/obo/FOBI_040199	http://purl.obolibrary.org/obo/CHEBI_25389,"''olive oil''	''cacao food product''	''tea based beverage product''	''legume food product''	''plant fruit food product''	''nut (whole or part)''	''Whole grain cereal products''	''red wine''	''vegetable food product''	''coffee based beverage product''",,,,"'14879126 | 16373679 | 331'","'HMDB01895'","'C00805 | D00097'","'338'","'YGSDEFSMJLZEOE-UHFFFAOYSA-N'","'InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)'","'FOBI:030318'",,"'A monohydroxybenzoic acid that is benzoic acid with a hydroxy group at the ortho position. It is obtained from the bark of the white willow and wintergreen leaves.'","'2-hydroxybenzoic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'salicylic acid'",
http://purl.obolibrary.org/obo/CHEBI_16958,Class,http://purl.obolibrary.org/obo/CHEBI_33706	http://purl.obolibrary.org/obo/FOBI_040194,"''Red meat''",,,,"'16382018 | 234'","'HMDB00056'","'C00099 | D07561'","'239 | 4755801'","'UCMIRNVEIXFBKS-UHFFFAOYSA-N'","'InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)'","'FOBI:030691'",,"'A naturally-occurring beta-amino acid comprising propionic acid with the amino group in the 3-position.'","'β-alanine'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'beta-alanine'",
http://purl.obolibrary.org/obo/CHEBI_17087,Class,http://purl.obolibrary.org/obo/CHEBI_36586,,,,,,,,,,,,,"'A compound in which a carbonyl group is bonded to two carbon atoms: R2C=O (neither R may be H).'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'ketone'",
http://purl.obolibrary.org/obo/CHEBI_17126,Class,http://purl.obolibrary.org/obo/CHEBI_22860,,,,,,,,,,,,,"'An amino-acid betaine that is butanoate substituted with a hydroxy group at position C-3 and a trimethylammonium group at C-4.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'carnitine'",
http://purl.obolibrary.org/obo/CHEBI_1722,Class,http://purl.obolibrary.org/obo/CHEBI_36836,,,,,,,,,,,,,"'Any 3beta-hydroxy-steroid that contains a double bond between positions 5 and 6.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'3beta-hydroxy-Delta(5)-steroid'",
http://purl.obolibrary.org/obo/CHEBI_17254,Class,http://purl.obolibrary.org/obo/CHEBI_25289	http://purl.obolibrary.org/obo/FOBI_040129,"''olive oil''	''cacao food product''	''tea based beverage product''	''coffee based beverage product''	''Whole grain cereal products''	''vegetable food product''	''legume food product''	''plant fruit food product''	''red wine''	''nut (whole or part)''",,,,"'13200746'","'HMDB00873'","'C06730'","'9958'","'ZBCATMYQYDCTIZ-UHFFFAOYSA-N'","'InChI=1S/C7H8O2/c1-5-2-3-6(8)7(9)4-5/h2-4,8-9H,1H3'","'FOBI:030447'",,"'A methylcatechol having a single methyl substituent at the 4-position. It has been isolated from Picea abies.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'4-methylcatechol'",
http://purl.obolibrary.org/obo/CHEBI_17276,Class,http://purl.obolibrary.org/obo/FOBI_040163	http://purl.obolibrary.org/obo/CHEBI_71230,"''apple (whole)''",,,,,"'HMDB03306'","'C00774'","'4788'","'VGEREEWJJVICBM-UHFFFAOYSA-N'","'InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2'","'FOBI:030568'",,"'A member of the class of dihydrochalcones that is dihydrochalcone substituted by hydroxy groups at positions 4, 2', 4' and 6'.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'phloretin'",
http://purl.obolibrary.org/obo/CHEBI_17295,Class,http://purl.obolibrary.org/obo/CHEBI_83813	http://purl.obolibrary.org/obo/FOBI_040205	http://purl.obolibrary.org/obo/CHEBI_28044	http://purl.obolibrary.org/obo/CHEBI_73690	http://purl.obolibrary.org/obo/CHEBI_15705,"''soybean (whole)''	''nut (whole or part)''	''egg food product''	''Whole grain cereal products''	''meat food product''	''dairy food product''	''legume food product''",,,,,"'HMDB00159'","'C00079 | D00021'","'6140 | 6925665'","'COLNVLDHVKWLRT-QMMMGPOBSA-N'","'InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1'","'FOBI:030692'",,"'The L-enantiomer of phenylalanine.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'L-phenylalanine'",
http://purl.obolibrary.org/obo/CHEBI_17377,Class,http://purl.obolibrary.org/obo/FOBI_040208	http://purl.obolibrary.org/obo/CHEBI_52058	http://purl.obolibrary.org/obo/CHEBI_26369,"''grapefruit (whole, raw)''",,,,"'4444066'",,"'C00758'","'5280371'","'GIJHDGJRTUSBJR-UHFFFAOYSA-N'","'InChI=1S/C11H6O4/c12-10-2-1-6-9(15-10)5-8-7(11(6)13)3-4-14-8/h1-5,13H'","'FOBI:030523'",,,,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'bergaptol'",
http://purl.obolibrary.org/obo/CHEBI_17385,Class,http://purl.obolibrary.org/obo/FOBI_040023	http://purl.obolibrary.org/obo/CHEBI_33853	http://purl.obolibrary.org/obo/CHEBI_52618,"''dairy food product''	''meat food product''	''Whole grain cereal products''	''soybean (whole)''	''egg food product''	''nut (whole or part)''	''legume food product''",,,,,"'HMDB00755'","'C03672'","'9378'","'JVGVDSSUAVXRDY-UHFFFAOYSA-N'","'InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)'","'FOBI:030694'",,"'A 2-hydroxy carboxylic acid that is lactic acid in which one of the methyl hydrogens is substituted by a 4-hydroxyphenyl group.'","'p-hydroxyphenyllactic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'3-(4-hydroxyphenyl)lactic acid'",
http://purl.obolibrary.org/obo/CHEBI_17387,Class,http://purl.obolibrary.org/obo/CHEBI_33308	http://purl.obolibrary.org/obo/CHEBI_35284,,,,,,,,,,,,,"'Any carboxylic ester obtained by the O-acylation of carnitine.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'O-acylcarnitine'",
http://purl.obolibrary.org/obo/CHEBI_17395,Class,http://purl.obolibrary.org/obo/FOBI_040149	http://purl.obolibrary.org/obo/CHEBI_36281,"''plant fruit food product''	''olive oil''	''cacao food product''	''tea based beverage product''	''coffee based beverage product''	''Whole grain cereal products''	''red wine''	''vegetable food product''	''nut (whole or part)''	''legume food product''",,,,"'1266077'","'HMDB01964'",,"'1549111'","'QAIPRVGONGVQAS-RQOWECAXSA-N'","'InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2-'","'FOBI:030392'",,"'The cis-isomer of caffeic acid.'","'caffeic acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'cis-caffeic acid'",
http://purl.obolibrary.org/obo/CHEBI_17439,Class,http://purl.obolibrary.org/obo/CHEBI_140785	http://purl.obolibrary.org/obo/CHEBI_23333	http://purl.obolibrary.org/obo/FOBI_040215,"''dairy food product''	''egg food product''	''meat food product''",,,,,"'HMDB0000607'","'C02823'","'129627537'","'FDJOLVPMNUYSCM-WZHZPDAFSA-L'","'InChI=1S/C62H90N13O14P.CN.Co/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51(74-62)33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-55)23-42-58(6,7)35(13-16-44(64)78)50(72-42)32(4)54(59)73-56;1-2;/h20-21,23,28,31,34-37,41,52-53,56-57,76,84H,12-19,22,24-27H2,1-11H3,(H15,63,64,65,66,67,68,69,71,72,73,74,77,78,79,80,81,82,83,85,86);;/q;-1;+3/p-2/t31-,34-,35-,36-,37+,41-,52-,53-,56-,57+,59-,60+,61+,62+;;/m1../s1'","'FOBI:030744'",,"'A complex cob(III)alamin in which cobalt is positioned in the centre of a planar corrin tetrapyrrole ring and bound axially to a 5,6-dimethylbenzimidazole moiety and a cyano group. It is one of several forms of the vitamin known as vitamin B12.'","'cyanocobalamin'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'cyanocob(III)alamin'",
http://purl.obolibrary.org/obo/CHEBI_17445,Class,http://purl.obolibrary.org/obo/CHEBI_33853	http://purl.obolibrary.org/obo/FOBI_040080	http://purl.obolibrary.org/obo/CHEBI_25384,"''Whole grain cereal products''	''coffee based beverage product''	''olive oil''	''red wine''	''vegetable food product''	''tea based beverage product''	''cacao food product''	''legume food product''	''plant fruit food product''	''nut (whole or part)''",,,,"'16253543'","'HMDB00440'","'C05593'","'12122'","'FVMDYYGIDFPZAX-UHFFFAOYSA-N'","'InChI=1S/C8H8O3/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)'","'FOBI:030369'",,"'A monocarboxylic acid that is phenylacetic acid in which the hydrogen at position 3 on the benzene ring is replaced by a hydroxy group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'3-hydroxyphenylacetic acid'",
http://purl.obolibrary.org/obo/CHEBI_17478,Class,http://purl.obolibrary.org/obo/CHEBI_36586,,,,,,,,,,,,,"'A compound RC(=O)H, in which a carbonyl group is bonded to one hydrogen atom and to one R group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'aldehyde'",
http://purl.obolibrary.org/obo/CHEBI_17522,Class,http://purl.obolibrary.org/obo/CHEBI_16646	http://purl.obolibrary.org/obo/CHEBI_26191,,,,,,,,,,,,,"'A carbohydrate that is an acyclic polyol having the general formula HOCH2[CH(OH)]nCH2OH (formally derivable from an aldose by reduction of the carbonyl group).'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'alditol'",
http://purl.obolibrary.org/obo/CHEBI_17574,Class,http://purl.obolibrary.org/obo/FOBI_040185	http://purl.obolibrary.org/obo/CHEBI_133959	http://purl.obolibrary.org/obo/CHEBI_55465,"''legume food product''	''soybean (whole)''",,,,"'4444068'","'HMDB02338'","'C00814'","'5280373'","'WUADCCWRTIWANL-UHFFFAOYSA-N'","'InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)12-8-21-14-7-10(17)6-13(18)15(14)16(12)19/h2-8,17-18H,1H3'","'FOBI:030547'",,"'A member of the class of 7-hydroxyisoflavones that is 7-hydroxyisoflavone which is substituted by an additional hydroxy group at position 5 and a methoxy group at position 4'. A phytoestrogen, it has putative benefits in dietary cancer prophylaxis.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'biochanin A'",
http://purl.obolibrary.org/obo/CHEBI_17579,Class,http://purl.obolibrary.org/obo/FOBI_040172	http://purl.obolibrary.org/obo/CHEBI_139120	http://purl.obolibrary.org/obo/CHEBI_35163,"''vegetable food product''	''plant fruit food product''",,,,"'4444129'","'HMDB00561'","'C02094'","'5280489'","'OENHQHLEOONYIE-JLTXGRSLSA-N'","'InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+'","'FOBI:030747'",,"'A cyclic carotene obtained by dimerisation of all-trans-retinol. A strongly-coloured red-orange pigment abundant in plants and fruit and the most active and important provitamin A carotenoid.'","'β-carotene'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'beta-carotene'",
http://purl.obolibrary.org/obo/CHEBI_17597,Class,http://purl.obolibrary.org/obo/CHEBI_24673	http://purl.obolibrary.org/obo/FOBI_040209,"''Whole grain cereal products''	''tea based beverage product''	''cacao food product''	''coffee based beverage product''	''plant fruit food product''	''vegetable food product''	''olive oil''	''red wine''	''nut (whole or part)''	''legume food product''",,,,"'123 | 16234504'","'HMDB11718'","'C00633'","'126'","'RGHHSNMVTDWUBI-UHFFFAOYSA-N'","'InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H'","'FOBI:030454'",,"'A  hydroxybenzaldehyde that is benzaldehyde substituted with a hydroxy group at position C-4.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'4-hydroxybenzaldehyde'",
http://purl.obolibrary.org/obo/CHEBI_17620,Class,http://purl.obolibrary.org/obo/FOBI_040149	http://purl.obolibrary.org/obo/CHEBI_24031,"''legume food product''	''nut (whole or part)''	''Whole grain cereal products''	''red wine''	''plant fruit food product''	''olive oil''	''tea based beverage product''	''cacao food product''	''coffee based beverage product''	''vegetable food product''",,,,"'393368'","'HMDB00954'","'C01494'","'445858'","'KSEBMYQBYZTDHS-HWKANZROSA-N'","'InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+'","'FOBI:030406'",,"'A ferulic acid consisting of trans-cinnamic acid bearing methoxy and hydroxy substituents at positions 3 and 4 respectively on the phenyl ring.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'ferulic acid'",
http://purl.obolibrary.org/obo/CHEBI_17691,Class,http://purl.obolibrary.org/obo/CHEBI_16180	http://purl.obolibrary.org/obo/FOBI_040203,"''cacao food product''	''coffee based beverage product''	''olive oil''	''tea based beverage product''	''plant fruit food product''	''legume food product''	''red wine''	''nut (whole or part)''	''Whole grain cereal products''	''vegetable food product''",,,,"'4444158'",,"'C02564'","'5280527'","'CLGNQAIRBLDHIN-HWKANZROSA-N'","'InChI=1S/C12H13NO5/c1-18-10-6-8(2-4-9(10)14)3-5-11(15)13-7-12(16)17/h2-6,14H,7H2,1H3,(H,13,15)(H,16,17)/b5-3+'","'FOBI:030674'",,,"'feruloylglycine'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'N-feruloylglycine'",
http://purl.obolibrary.org/obo/CHEBI_17846,Class,http://purl.obolibrary.org/obo/CHEBI_140377	http://purl.obolibrary.org/obo/CHEBI_50202	http://purl.obolibrary.org/obo/FOBI_040137,"''tomato (whole, raw)''	''citrus fruit food product''",,,,"'388383'","'HMDB02670'","'C00509'","'439246'","'FTVWIRXFELQLPI-ZDUSSCGKSA-N'","'InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2/t13-/m0/s1'","'FOBI:030514'",,"'The (S)-enantiomer of naringenin.'","'naringenin'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'(S)-naringenin'",
http://purl.obolibrary.org/obo/CHEBI_17847,Class,http://purl.obolibrary.org/obo/CHEBI_25399	http://purl.obolibrary.org/obo/FOBI_040143,"''Whole grain cereal products''	''meat food product''	''dairy food product''	''nut (whole or part)''	''soybean (whole)''	''egg food product''	''legume food product''",,,,"'13285340 | 13839082'","'HMDB01858'","'C01468'","'2879'","'IWDCLRJOBJJRNH-UHFFFAOYSA-N'","'InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3'","'FOBI:030698'",,"'A cresol that consists of toluene substituted by a hydroxy group at position 4. It is a metabolite of aromatic amino acid metabolism produced by intestinal microflora in humans and animals.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'p-cresol'",
http://purl.obolibrary.org/obo/CHEBI_17884,Class,http://purl.obolibrary.org/obo/CHEBI_8087	http://purl.obolibrary.org/obo/FOBI_040203,"''legume food product''	''egg food product''	''Whole grain cereal products''	''nut (whole or part)''	''soybean (whole)''	''dairy food product''	''meat food product''",,,,"'83292'","'HMDB06344'","'C04148'","'92258'","'JFLIEFSWGNOPJJ-JTQLQIEISA-N'","'InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1'","'FOBI:030696'",,"'An a N(2)-phenylacetylglutamine having L-configuration.'","'phenylacetylglutamine'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'N(2)-phenylacetyl-L-glutamine'",
http://purl.obolibrary.org/obo/CHEBI_17895,Class,http://purl.obolibrary.org/obo/CHEBI_83813	http://purl.obolibrary.org/obo/FOBI_040216	http://purl.obolibrary.org/obo/CHEBI_73690	http://purl.obolibrary.org/obo/CHEBI_18186	http://purl.obolibrary.org/obo/CHEBI_15705,"''legume food product''	''soybean (whole)''	''egg food product''	''Whole grain cereal products''	''nut (whole or part)''	''dairy food product''	''meat food product''",,,,,"'HMDB00158'","'C00082 | D00022'","'6057 | 6942100'","'OUYCCCASQSFEME-QMMMGPOBSA-N'","'InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1'","'FOBI:030697'",,"'An optically active form of tyrosine having L-configuration.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'L-tyrosine'",
http://purl.obolibrary.org/obo/CHEBI_17992,Class,http://purl.obolibrary.org/obo/FOBI_040180	http://purl.obolibrary.org/obo/CHEBI_24407,"'sugar'	''plant fruit food product''	''soft drink''",,,,,"'HMDB00258'","'C00089 | D00025'","'5988'","'CZMRCDWAGMRECN-UGDNZRGBSA-N'","'InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1'","'FOBI:030757'",,"'Sucrose is a disaccharide formed by glucose and fructose units joined by an acetal oxygen bridge from hemiacetal of glucose to the hemiketal of the fructose.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'sucrose'",
http://purl.obolibrary.org/obo/CHEBI_18048,Class,http://purl.obolibrary.org/obo/CHEBI_46969	http://purl.obolibrary.org/obo/FOBI_040072	http://purl.obolibrary.org/obo/CHEBI_23445	http://purl.obolibrary.org/obo/CHEBI_35618	http://purl.obolibrary.org/obo/CHEBI_38131,"''Whole grain cereal products''",,,,,,"'C04720'","'2358'","'GDNZNIJPBQATCZ-UHFFFAOYSA-N'","'InChI=1S/C9H9NO5/c1-14-5-2-3-6-7(4-5)15-9(12)8(11)10(6)13/h2-4,9,12-13H,1H3'","'FOBI:030736'",,"'A lactol that is DIBOA in which the hydrogen at position 7 is replaced by a methoxy group. It has been isolated from the maize plants.'","'2,4-dihydroxy-7-methoxy-1,4-benzoxazin-3-one'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'DIMBOA'",
http://purl.obolibrary.org/obo/CHEBI_18059,Class,http://purl.obolibrary.org/obo/CHEBI_50860,,,,,,,,,,,,,"''Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides (fats and oils) and phospholipids, as well as nonsaponifiable lipids, principally steroids.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'lipid'",
http://purl.obolibrary.org/obo/CHEBI_18088,Class,http://purl.obolibrary.org/obo/FOBI_040185	http://purl.obolibrary.org/obo/CHEBI_133959	http://purl.obolibrary.org/obo/CHEBI_55465,"''soybean (whole)''	''legume food product''",,,,"'4444070'","'HMDB05808'","'C00858'","'5280378'","'HKQYGTCOTHHOMP-UHFFFAOYSA-N'","'InChI=1S/C16H12O4/c1-19-12-5-2-10(3-6-12)14-9-20-15-8-11(17)4-7-13(15)16(14)18/h2-9,17H,1H3'","'FOBI:030550'",,"'A member of the class of 7-hydroxyisoflavones that is 7-hydroxyisoflavone substituted by a methoxy group at position 4'.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'formononetin'",
http://purl.obolibrary.org/obo/CHEBI_18089,Class,http://purl.obolibrary.org/obo/CHEBI_16180	http://purl.obolibrary.org/obo/FOBI_040214,"''coffee based beverage product''	''cacao food product''	''tea based beverage product''	''red wine''	''Whole grain cereal products''	''nut (whole or part)''	''plant fruit food product''	''olive oil''	''legume food product''	''vegetable food product''",,,,"'10658403 | 451'","'HMDB00714'","'C01586'","'464'","'QIAFMBKCNZACKA-UHFFFAOYSA-N'","'InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)'","'FOBI:030340'",,"'An N-acylglycine in which the acyl group is specified as benzoyl.'","'hippuric acid'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'N-benzoylglycine'",
http://purl.obolibrary.org/obo/CHEBI_18095,Class,http://purl.obolibrary.org/obo/CHEBI_20392	http://purl.obolibrary.org/obo/FOBI_040204,"''meat food product''",,,,,"'HMDB00725'","'C01157'","'5810 | 6971053'","'PMMYEEVYMWASQN-DMTCNVIQSA-N'","'InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1'","'FOBI:08828'",,"'An optically active form of 4-hydroxyproline having L-trans-configuration.'","'4-hydroxyproline'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'trans-4-hydroxy-L-proline'",
http://purl.obolibrary.org/obo/CHEBI_18101,Class,http://purl.obolibrary.org/obo/FOBI_040096	http://purl.obolibrary.org/obo/CHEBI_33853	http://purl.obolibrary.org/obo/CHEBI_25384,"''legume food product''	''plant fruit food product''	''red wine''	''nut (whole or part)''	''vegetable food product''	''olive oil''	''Whole grain cereal products''	''coffee based beverage product''	''tea based beverage product''	''cacao food product''",,,,"'124 | 14485716'","'HMDB00020'","'C00642'","'127'","'XQXPVVBIMDBYFF-UHFFFAOYSA-N'","'InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)'","'FOBI:030370'",,"'A monocarboxylic acid that is acetic acid in which one of the methyl hydrogens is substituted by a 4-hydroxyphenyl group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'4-hydroxyphenylacetic acid'",
http://purl.obolibrary.org/obo/CHEBI_18112,Class,http://purl.obolibrary.org/obo/CHEBI_28829	http://purl.obolibrary.org/obo/FOBI_040070,"''Whole grain cereal products''",,,,"'11613535 | 14598679'",,"'C01987'","'5801'","'CDAWCLOXVUBKRW-UHFFFAOYSA-N'","'InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2'","'FOBI:030671'",,"'The aminophenol which has the single amino substituent located ortho to the phenolic -OH group.'",,,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'2-aminophenol'",
http://purl.obolibrary.org/obo/CHEBI_18123,Class,http://purl.obolibrary.org/obo/FOBI_040010	http://purl.obolibrary.org/obo/CHEBI_35285	http://purl.obolibrary.org/obo/CHEBI_22315,"''legume food product''	''coffee based beverage product''",,,,,"'HMDB00875'","'C01004'","'5570'","'WWNNZCOKKKDOPX-UHFFFAOYSA-N'","'InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3'","'FOBI:030712'",,"'An iminium betaine that is the conjugate base of N-methylnicotinic acid, arising from deprotonation of the carboxy group.'","'trigonelline'",,"'http://purl.obolibrary.org/obo/chebi.owl'",,"'N-methylnicotinate'",
